MOXPMPXUACAGBCARROPEXIARLXKSXLWILSCCLXISRILXORJICPTUIISRILSCLXOWILXJAOSXNSNRSARJJPXAREPCOREIPRATJJAC,2
FFFEZVQYHUWPSHRGHUBTOVZGZMSVOSWURVWTRWNKWYXODFPCTWKWUWDZUZPWDMDZEDQFFRVLRLUZRZQFNWZRTLDQFAWFNWZRCUMG,1
NSXNAJPPSRLHJPNHRAMYLCAHPTRTCAJILJOLCMSXUYMLJTBJIACAESJIJIAXAEBSXKLXOEISJAELMMBLBACLXOJIAYTCXSJTCALC,2
LSSWLJVMKZOZVCLFUGDNFRIXONHXABSGNQNZRQJXHURVYNHFMTPNYTBBEGAPTJEDFQWJVORWPXSYLDGJNMMMPMEZXFALLBWVIJVJ,0
HFUGTFUBCDDEPLVJQRLCBTIGZHYMWBNYFWFBCTRXSZRWURWDXQPSEMAMBCYVLCODRLCDHKRWLMIXLCLSWRTMDWAIKOBRCUBHRRKY,0
ETDGUPYTQNRQZRHUKCMNUUITKQPFIWNEVCLJXFUBDUKGIQTDHZODCJSSRCNPWGOMIBHNUUUJKBMTNDIFIWNCXBZZWHRONDDTVONB,0
NUCAVCOXNUFQVOMCXSVTRZVZUHPORBYKRZFDZDOSCBZGDQFFPFKCAFCUPWZOVRVKOTGMRZHUSVRTUGCBZORVHMWTBAVBZGOLUSZO,1
FYDSRQBMUPDTROWBQFJUBWLZSXQZIPLGHOSODTRJPDKKENTDHIYHPIKITDIZLCOXBSTPIOZTXOSADZYYOCMCVWVTDAXFHTLVRWWC,0
ZWGGALXPGKOFUBNUKTVJMURKKHEXHWFCQQLCKDNFAXDAJQTHIZODJHDORKYLAOGUGEHNLNVBTDHYVZAGQHTFYJSMBUFQTSZGRARE,0
SXJIANLXOMSJJIANTBIPCCSFMHSXNLXXACRPNAJISXUPYJIAUCLXORASUXATCRJSMMWMTXUJPISNRPJILJIAAQAXCSBBAOHPTTBE,2
EIDZKCHDZCNDWXDGTZAWLFYCTOBSAWQFGDBTWXNGOABXVRZOBRFSFBDQODGGYKXOOTFEINRZWPSLMGWATBGSTBUUZFHXZGXTFRID,1
ARMLHFLWKWCHSXUPXJIAWPXJCLCHRIAELRSXWMSXAOJPMLTUIJACLMSJJMAJPPSXWMSXAOJPLISUILXOFCSJJMARPCJPYOSRRPXL,2
LRWUEQCNSIIPVPRMDKDNKEVRPLTYWHIMHAWOPAEQWJQVYRLQKXLDXJJHVGITSOOEGETMDYFOMXIYAZEJWDPJCKSWVQGLIILURPKU,0
DYCXHDGSUOGGBBALSAUCYOFSHZNCWCARFQVPNCZCZGWFAAHOGFOVYONWZRYKVRAAMZCBZGVODZGMTLBNRAGSIOWVVRRWVZGSNYCW,1
DUWDEPJIMGKWEXJTQKTTLBYTJGHFOKRYJXWYSZGETQDRVAPXIXLBSFNZEWWWPBYFCFCDKGUOHHWVLDONJGPCYLAICBRBSJQUYDMK,0
EMAKARYZSINEGFAMWJVKBHHYHSZSDSRCAOKVXPCBIFUIREXEVJLQDYDOTQBMOVCZBQIPEGURLJYXIDOYDOTGMIHMOFGVHURTPJGT,0
HDUZSLIVZVMCNCZCZGDHINRZFTUWWUEFCGGFGSRGXOGDFSFBXWBRHSFCRFICXDIRLRFQPGUXYWFERZHSIEGRFAUHBFVNVRZOCAFS,1
XTNSDGMBAIMFPXBFWJVBAHMRSUZNYSODNQFFODOBAMWJVSXQPUBRQFEFYFULFJGONPIPIHRUETMYNTTXACFDLQWINEUFEBQFNJLT,0
HDLTCYRVRWYFCMARZOUZCUVOKKZFDHEDSHGEISBNYKNIYWABQFYKFSOGHDZDZGVLDHINRZRZGGNRZMCVWXAWCNRYOGSOOVTFTBFE,1
PXOHRSWSZZBMFNJJWGUNEYKNAEFQOVENICJZNAHQFVHUKRHDWGINFYPVEKNWZDCEHOESLUVOHHXNLXHJNSRYNPWMKZHFHBQEVCHX,0
ZGTVUCFSRZHDFLVRWUADIBGMRVWATTAAXDGMZVMCINRZFSBDDHLPWLVRWUWBZGREHDFYCGEOHSPFZOFWZFDZXWTCHDAWRWEUSVQR,1
QFUCUOFYBBHDNCEWSHRZFDFXGMZVUXYWGZFTRWDFFSRAXGHDWLDGWPTFXOHDZGFTVOXMTLBNWZWVXIBBZGDHVRRZGGUQXHHUCVCW,1
IROTCSFEFSCAZOCAHDGZSVAOMWGGWYCWVORLVDGSXUQFWLBBZOBBCSMDXZWPDPFXGMDAWVCWFLBFILFSFBGSURWHXOVPQMXWICOV,1
DXNGZOQFXOOTCVVRZGSHNWNCVZSHAWRZZMHSUGRBEIDZKCHDZCNDWXDGTZAWLFYCTOBSAWQFGDBTWXNGOABXVRZOBRFSFBDQODGG,1
EJHZMCSWMRYGYACUMKDVBULKATCSARAUUGLJNUIBSPZPZWMEXNLALWNSLLUEZZCMVAXXRWCMGJXNLRFSDODPYKWYOPYBPWLPXJLK,0
ISRRMAABBAJACRBCLXUACAWJLRESOALELKALJPXWALRLOPULXOESJIPXAELCXSXUWCHIACPTRAOJIAPJIACRIARJPPONPJSPXMAR,2
FTRZGFLVCVXMTFTBFEVMRZGMZFDHVRBTGGDYCPAAMGWAFFAOFEZGDOSHVCOLVOBBGSUXFXGMBBZOBBZGNVTODZUXFTZDZGSCCTZF,1
CSUIJLXOISRJSAELRCSUIJLXOISRRPWKREACACSUIJVLNARIPPKJIPTXPJEIPMMHTXIACPSWYSUTCAYLCAEAMMYPCEAILQAWPNAJ,2
KSXULELHYCPNISNLXOIACJICPLJJICPFFSXUPIXPHPTOPXJJIANJISXURNSUIJILQANALXJRPNAJISXUJPNAPXWAFTJHPTQAWPNA,2
BFAABQWTMBFRWNCWIMEFTBZGUZBSOTXUAWRZGDHSFCOVXOHDWPFSDAHSNURVZGOLXSMGWPCBOHGGEYOTDZDXNCVDHUFLDZOGGMXO,1
CNPWOLVBZOCAFSFBZOUZPFEFWPILFXWPDHVXGDRZUNXDUROTWYCWOLUXOTCSFENCOGVCZFMCVZWUHXRVZGMQTZRZQDAAXYMZDOGD,1
EILJSRSJRIALRKAOLXGSPTRLFPTJISNLJPXWASWLXJIAMBHPTEAXOHIPPKEPTXOAONASWLXXASJIACYMHXPCRESNOPHPTNALXEAR,2
JMPQSXUMHULZAEAILQAXAQACFAIAMOJSMMXPEWPNAMSRJAXNHNAXEISMASJAMMHPTLULSXJIAYSQATXNSRJLKLFMANLCKRFHEISW,2
XSWEPCKRSYHPTYPMMPEJIAJACNRPYJISRLUCAANAXJLXOIAMBBCARACQAYCAAYTJTCALWWARRJPBCPVAWJUTJAXFACUJNAMAWJCP,2
TTJGWFUBKJOHRONPXORHVETEPSRNRSIRUESTYDEBJTHKKDGTIXAGPYAFMQINLCOBELYFFVXDMURHLQRQEQELMMAIMXHATEZKKQMX,0
WYWPDGWATOKITVTBNGYFOTVRVZZUSVVCZRZTNZFLWACHOGYWGFGDWPXWZVMCRFXWRVAFNGVCRWPCCSDYCVWXUOHSXUZVDZIOZGDH,1
FQHCHCMIAYDTROTTDORWBDWOKDTYEHSDUBZZBQKZABLOVMPURJFKPYISSCYNSORQEJXDKCVUUUKMLCPFCSRJSIFYRQGLDLDIFXWB,0
NUQDGDFVUHXOZFNCCZARWPUSRVSLIVZGIHARSLIDTOQVINRZRZVZWUUZESMCDHCBAARZVZIOZORVHWDPHUTWDHCEGGSLSFIEZRRA,1
SXUSCMIPERIAUAJRSXESJIRTWIREAMMUSCMRSOPXJKXPEFTJJIACALSXJLXSWARLJTCOLHLYJACXPPXSOPXJRAAJILJUSCMELMKS,2
ZGOLVVRAVDGMFSHZRADQTVPCNCHIWYHZBAVLMCLTASZDZGNVXMWPCFGSDZRGGDMQTFXTWXZGDOWTGFOVDSCCULSHBVWPEFUZHXWS,1
JWEUHRINXHKYBQWFUEFKEURFODDFUGHCMIYJYPOLNTHNVWXYXRSAPFLFOSXLSTPAEJTBQFXATCECNQLRWKMSMBFOWUFPCPQGFOBJ,0
FBMVFFVZRZGDSHMGHXRZGUEFFPHOLLIHWSCWRALFABZOBBHSYDFQBTFSQYHUZGVOUVLWDZTBOAOSSDXOWPRUZONYCWNCOVOLFFAO,1
NLJPJPJISXKIPEHPTCAMAJJSXULWCPEOPYPMOYMLFFHEPNAXJILJLCAXJYSJAQAXJPESBAHPTCRIPARNLKALCAUTMLCRACQLXJPT,2
WSKKHCLMKORMGPLIBKBNXFXUTXDJHTAQGCUCKEVZPODPUMHDXSPWTSSWTFNPWBSDYPDOWJVKBBPCPSSRAWFUBILNLQPLBFRHKQXR,0
OIWFLGHOOVUQHMXMOVRTXOSAIZNPEZLDCVVVGMLQDUDMVHHKMSHALICWRJXIJGSZTYJULNCOBDHGDZJYKHAIYGGPSXYQPLHAFDBV,0
HSTWEFCFNCRFOGWPWNCWXSADZGVIVCGUPCZGOSDZFKZDHSXAWYVSDZUZCGDHTZNCWYMQVZUNUCZOMCDHWTGSCWRAOLTCUQCPAREY,1
WYCWXWSVHURWNUCWWRTWVSWXLFYKRZHSIEZZSVDTZFRZNCZWRGNCWTFABNRZGDGMDZTXUGDGAWRZFDWPDZABNGMQRUTVCWNCRARZ,1
CCFEZGVRAAEUSHLFWXZCUNQFSXCVPCOSIEZRWPTFBAOVZVDITCWYCWUXYWQFVCVMGSVVOLTBQSWLDGUXGGZOCDGGCIWVCVCWWACS,1
HWWWWXVZAABBFXSHHSOGWXHUBCZFCSQFYNZUZDVUVOUVSLSDZFFFMGTSHUYCZDODFXRZGFLVVIVVOSFFHDFEVZSLVDFRLVLTFSRZ,1
TSCONBQINDXSVQTNSVPKXVSXLGPWBOCCNWYDFQBCUJWUGNKVYSLLJTHRMYHQKBYUADIPZCBNNFMTHLTSQHEYHLXDXPZBDOKKJLAU,0
MGILZOBVFSRFNCHWGSHWBBZGQYMFYRLSOSMGVRSGVPQDFYZFVOTWCVRFPCMXAOSIVRRZGUMCNWFHIXARGSCWDMRGWVPCWYDVTVDH,1
OXPJIALCOAQAXLJWPCXRJLCWIBTOOSXUUPJJEPTMOXJHPTJISXKNCRKLJZIPENCRKLTYNLXKXPERIPESILJAOARRACJRJILJELFF,2
VRTOCWQDLSZOCDHSMQPCOHFSHZODFXVCZGCUCMARLFOTXEHDWAHXZGRZFSHZRVZGZORUGGXGUNDQWADHNCRZFUWTHUAWPFKIOADF,1
NFJBORGICZKZLPIBWGDNGJWIVMNJNBILABSSDDRXINHPKXYTSTHSTTJGRCWMAQOPSODNRWKBBTIZODFSEHEBMBSOOEHPABZURUHD,0
NJLHHMQQLNQQGQXOJGMNKOHGFOWFEBEPNPWNOFEFETWQRCEQRZPBNNPMALXUSHKYNJPZRWINDYPRPMRRAGHCZMDGLMPHPHDKEBMX,0
PFNSAQINKOSXYKTTVUKXHTTXVBPXOWOLUTSODTRZJSECINWXERSKTLDHSFIEWYKSNFCTWVYNWESXWZYJWBDRQWDJGQEPIPUANRGT,0
TFMCVICWCSFFFEVRDHZDINRZFSDPSVYOAFOZOVVSQDHSBNVOWYGMZVXFCWPFKIWPCFVCOSYKNKVWCGHDZVNCBVAWUHFWWYADFECA,1
RZSVDQTWIVZDZGDHSVOVLVNCWNPCZGMGUZBOWPCBZODZUZBSCVDFSLYDDHVZZGWZHSICVMCUHUWPTMZDHDOLYXYWWYCWRZFDAWAU,1
OSJILBBAXAOJPFAXLXLRAQAXSXUPYYLXONCROLCMSXUILOFLJIAOJIANLXORTXUJPJIANJSMMPXAFHPXAJIAHILOMAJUPIACILXO,2
SJNOFRYZLCOZVDWUOKXQMIEXLKTYJCTFCVYKBQPFDVVUYNLQMJAGPDWFERBMWTOENJDUKGIUXQZKZAPMEBDFYZLJQGNOSIHTTQBB,0
FHDOGGLTDDUQZBSSDIXRGWCUBCZBJMOSGMSIZGYIXOJOVDIOIYTZJGAWFWICVDNZGEPWHCTNGJMJOZGJABOSAPKZXERQWFQVFTGE,0
EIPMAYCPNIACYLWAOPEXJPJIAFMLWKUCAXLOSXARIAELRLRRPXPCPTRLRJIAJCLUSWNAJACPYLXLMAGLXOCSXAMSXARIAELRMSKA,2
SMOCAXMSRJAXSXUYPCRPTXORYCPNJIAUCPEXTBEPCMOLMMELRLRRJSMMLRRLMJJIAXAQACHJISXUELRCSUIJXPRJPBAQACHJISXU,2
CAJJHEPNLXHPTUSNNARIAILORXLJWIAOTBIACRNLMMILXORLJWIAMYCPNJIAOSQLXLXORJPPOYMLRISXUXPEFARSOAISNIACRNLM,2
LSZTLCQBGVXQJXCEHNRKHHEZLKJUEZEBWWAAPGEBPIDNWOKYRMLNQHQFLGHOAMYZYFIUOGWUNVJKKNFYPSNBLQDNOEPXEJQIUXPD,0
ILJSREIHJIACALCAXSUIJMSUIJRPWWLRSPXLMMHSXIACJCLQAMRJICPTUIIACWISMOCAXRNSXORNCROLCMSXUYPTXOJISXURRIAW,2
XYZGVOUCWYBBFQEIHUVSCWOGVZOLVORLVDRAZOKKGMRZVZSVZGTDOTNLZGXIZGUXQFOYTFCWHDTFCWHDOTQUFSVIDHFGMCSLQSHU,1
DNVSODULGGVMETWFUGUXBSSSLHYTJHHCMWDDNSBISUDNBRWBMQLSZPJCWGGBZZZQAKNTSNZCMUVUMSSJSCRJXBZZQUEIIIDVDJWU,0
HGSLYFFDDFHWSWGXWACHFRVVLPQFFDDFHWUQXOHUWVEUNCLFYKXWBBLPNCHZSVQUHUODFXZGTOMCRZGDGSXGOTEFCNCWXSRZVZVC,1
JIALFPOAPYJIARARILOPEREIACALCAJIAHYCPNLXOEISJIACUPSXUJIARAEPNAXESJIPTJFALTJHEIPELMKJIARJCAAJRESJIPTJ,2
CNYVGGLTKGSWRPWFGQVBBWSZPSQWKAMPMITMKYFFCUKGRAEYRKHOLWPAELNAZJGQIBGZZGVTLXIVSZJXBWVCBCFYBQQTXUKPRCAQ,0
XSJESJIHPTCCADTARJLFPTJBCPVAWJUTJAXFACUJNAJAGJRJISRBCPVAWJUTJAXFACUJNAJAGJMSKANPRJBCPVAWJUTJAXFACUJN,2
XYAEACLOQAXJTCARJILXLXHPYJIANFAWLTRAJIAFSUJISXURWPXRJLXJMHILBBAXAOVTRJEIAXIAILORJABBAOCPTXOJIAWPCXAC,2
PHPOCJYAXMYYBCUILUSAHMETKEPQHWMKYLAVDQYVQBFMZWMEGRVRPUQQKCLMVNMDHQXOBQWCAUTXPMEJZDAEYEZVDFVJTJVKKKNH,0
ZDHMRVSVVTYDWYRCFXWVCISHMBSVBTYCVDFEQKXTAWHUXSDXNGZOQFXOOTBBOHFSHZRZZMHSUGRBEIDZKCHDZWVVWRVWCVWXVZYW,1
XJIAWITCWIQARJCHCPPNRJILJSREIHSJSRBPRRSFMAJPOCSXKHPTCNPCXSXUWPYYAAESJIPTJXLTRALYPCSJPQACJIAIALOMSXAR,2
SKABLCCHSXURJAAMSXRTXRISXAEACAOLHREIAXULZSXUPTJJPELCOSJNCRCPRREIPRAIALCJELRMSKALRMPELWIAPYAQACESOAXS,2
VRZGRWSDRZFSUHINRZRZGUMCHUBTIDRAVOUFOABXXONWOXBTGGCVRVGMCVDHFQCWRZSVTVUZCCSDNCZWXTZUSWIVPFSLTOABVBZG,1
DJSSTPSQLVQMVKXHRVJXFUTRHMDKKFPCLSAIDTVKVTXRRKBJFKAVPJJISQUGOZTAVKIIHDLLDUCKINHQEBGAFCTVXPALCPQQKQTJ,0
DZCXAROSFFAOFLIEZRHDXWLCVDOSMGVRFLIEZRHDOZVZZGILYWFBUGUXGGZOBFSVDZMGCFVCZHHSINCWFTNUTOCVWXVCVRZGINBN,1
WPXJARJFTJJIACAEACAPWWLRSPXREIAXSJEPTMOILQAFAAXFAJJACYPCJIAIPTRASYIAILORELMMPEAOISRBCSOALXOTRAOLNLOA,2
RWDFFSBBAARZHSINCWVMNCZUHDTFBXHDDHWYFURZFUNWSDZFRLUZRZGZZFRUAWRZGDHSFCGSVYWSDGZOCRALHXGMFEWPCBLPGMWX,1
ZFPHHYNAOCKFURGUVCWNEBSCPEEMAFEQIVWORUADWFRWXQMJSRVNVYKWTQNWCZOBUFHXLODRGEYZVEEMAUAKYQLDDMVKIUKCKKEK,0
OESXWPNSXUSXYCPNRWIPPMLXOUAJJSXUNAEPCKAOTBESJIISRJLMKLFPTJLFPTJEILJXPJISXUAOESXCTXPTJLXOFCSXUBLBLJIA,2
CQAMTFYNAMCFAFVIWAFDLFMKKLPFPHHCBQYCVMAAHEDPTNLEQKDGPWACURQMKOMTNOAFBEFGBIRUDFZNJUTMVMYDXFBPWPZGDCAU,0
DFRLBUYXVCDZPWMCWHFRXOHULRDQCUPCSOHDZOMCMQTRGSFUOGUBUCPCSLVDLPFDGFZGKIFSRALXGSNXAOXWOLXXUGUCUCPCDFWP,1
LQAXJUPJJIARLHRPLXOHPTKXPESJJIAFPHRJILJLCAUPSXUJPWPMMAUAUPJJPCAUSRJACXPEYPCJIAISUIRWIPPMWPMMAUARPWSA,2
ZGPKDHVVHUVCUHFWNCXFDHFLCWVFHGVRARZGYHVFDHQYWRPBZOPWKIARZGTODHWVPCZGOABOCDLTKYWXNCBWMEFEFAUZVRESVRFR,1
CGWYMGCBSXNUFQUQVSVSXSVDODFXRZGZLFFOLVXOARWTWRMQHXTVCNQFFASXGGOTFEVLKKNCHEMFGMUGEYGGCNGDFXQDWTXYZGOA,1
WZGZFTVICCGMYKWFIMZWWLCWODFXDQMGVZZRZGVRHDKWVLMCRASXZVTRZGCFGSDZXOSCCAWVVRWPCBZGIMINABFEWYMGCGTOPVCA,1
EJNHHPYMLDWQFXCEVGVWMXIYLZWJZONBMBSHZQQLCFKGBNIJLOZVZWZVEULWLZSFJFIIKKJOTSYRAHPXWBDUCBFZCERPLFUGSAHA,0
RLUUSXUESJIJPPNTWIRKSXAQAXJIAILXOREACAWCSXKMAOMSKAJPPMLCUAUMPQARLESOAWTCSPTRMHAJWIAONLCCSLUAFLXOILXU,2
STBINFYILZNDRDXPQUTXFYRMKNHSMIIAEKDJCQGEPUGQFAFQGUTDETOSEYVWVTRMAKPXKGEBAUEOUSSJNSSFYEGIDEGXNBWJFVXB,0
SDUHFWHGTDHDFSRZHDGUCGFLPRWXRZVZPFWNVRTODZRZVZPFTTUGVUFSNCUZHXQDIQFTUCUCFGFFSSTFDHSLVDALYXDFWZWVCGZO,1
PBWGSYSQFBDTNQHIHVYXNWLZZGPHKILBAMLROXYXVBLPZOVXMRKQPSXSLGYDWYSZSXXSLGJYXJIXMKFSCCURBQKVBYFQWFUGNNKU,0
VFMCLWDZTBZOBVFSWURACGQUFSWUCZDHVZTWDHDMVRDQZVMQPCWHAAMWVCCVCWWPCBGSVOIOGMBUOLVRFRSVRWUZTBSOHDEFWYHZ,1
OXKTAPUAJZVMGBSURVYNVEWZZNQYDWSQOQLWIFUBPMLDZFAYGNOZDGASNNLWNZNYLMDPUECRXDXYMZEJJCWBYXWINEBKNPXTMXMU,0
ZGINCPHUUHUHUZHOFTVOUCOGGMRZZUHDCURBOLIRLFFQEUSHRZGUSDUBGDWYMGTFVRZGOATCOLVVAXVEQANCZCSXMZFFDYBBZGUY,1
QUWVPCGNZWHXRADHVRZGSBHFKWULLFUHWLDGUOSHZWKDWYCWSLYMXWINZVFFRFPCSLSFGSDEZFWYCWVCRASLIVBTWVHZBBZGDHVR,1
MCXFRZHDURWXBBQFFQUZBSRZNCZCZGKBXWOLFKLVLOVCHVHCWPEDARZGCOZFHXFACHMGBBHUWPBUFSRAFBDFSLSDUHFWRZQUTWDF,1
OSXXPWAXJLXOIALCJMARRSJSRPXMHJIAULHLXOSXXPWAXJLXOIALCJMARREIPWLXYMHEILJSRULHLXOSXXPWAXJLXOIALCJMARRS,2
HTDONBMIYVSZFQWJVEYNLJLKHCEMNCWLVIUFKZQBNFVWGCHXMSDDNFJSDSWILZYGEYDZWJVWAQVXFKTPAZIIYIJDMTZXCTVQEFXQ,0
LCHPCBCPBCSAJLCHYPCNSXWMTOSXULXHEPCOBCPWARRSXUPCIHBACJAGJYPCNIPEAQACSYHPTBCPQSOALWWARRJPPCOSRJCSFTJA,2
YHDAELHWOROTNSTILOYXHAWNVTEJZWNRIBZZGMGBGTPGVBMQVQLXXNJRTFYJGVDFNHTILOUNTTSXHKTAAVEJYIHZNMFETTSQBNTD,0
VSKKYMOLGIDYRXCZRWINGEXMVHYLDSEVWTSDWQQQWFOKWCXTUAHKTYUWMKYLAVDQYVSSRRGRGWJXVLSNOJOGWMQJEKBRVPWVFNQS,0
JYTMMHLXGSPTRSYHPTKXAEIPEUCALJSRLNPJIACRMPQAEAXOHJPMOJIANJCSTNBILXJMHHPTEPTMOILQAXPYALCRIAILOXPEWPNA,2
DYNWBSNQGIYRCODKHEKPNJITIDCLPAEJYKLMYZVZLPUMJQTHQRLRDKNCMYFTDDKNVIXUBEFBMIETKDIUABSCMQFXVGQFCHOGXJEV,0
PVAWJUTJAXFACUJNMSWAXRAAHPTNLHWPXQACJJPLXOOSRJCSFTJAJISREPCKSXLXHFSXLCHWPNBCARRAONLCKAOTBXPXBCPBCSAJ,2
ANPCXSXUEISJIACJESWACANLCKREACAYMTXULYJACIACYCPNBLRRSXUYSUTCARSXRMPTWIILJRYTCJSQACANLCKRJICPTUIWMPRA,2
UIJEILMALXOJIAXILQANPFHJGJJIARBACNEILMARIALOWPXJCLRJAOQSAEIACAXPELCANPFHJGJJIACSUIJEILMARIALOWPXJCLR,2
NMQDWGNPLCOTBOXARPKNTHSAASSFPFOYXIDDQTGKXOJUKAXQOUMSSJITEYLQFBXQVQWFURVWTBPGDMZWZSABGIFNMGESTTOCTTBD,0
EMAGTDLWEORQFQPULQEBAUAGZSCJIPLGHOKJDTNQDDFCJRHDERSXDMAGTMJXWYKSNFCTWCMNKJMMVSSFPKELNEAORUGTXQHFLYND,0
SCVZHUDQOTNCECAOMIXAPCZGDUQFFWHSPDZGSCQUHURZGMRZFUYWPDOHFSHZOGNGZRZGSQFTFALXFEVZYSRBSHIKFXSHGFFSFBRZ,1
GJJHGMNIFTDTVKVKLODRXUBILOEKEUHRZWJAYDJEPUVGRCBDKSLZYIPVEUUGLCSZTPPSHDVCPUITBRYTSWSCUBAIQYRFLIBKXXMQ,0
YJSVOGMVGOKREXXERHKQXFMXHSPXOZIEBBDTCMVAXOWJVCHDIZOZEUNSVCHBWYRUFYTJQIRPXDIXHKQFRCUPCBWWEFCBGIDRJBHC,0
QYDSPJUKWRRQEBNPXCINEEGGADOFHGOEIDWMXIUXIZRWTJGTSCPSSYDWSUIZCXYBLOXHKVCJPIMTTNDYYCULNZAZCMEBXODEFWLJ,0
